# wimp mass gev/c^2, ulmed cm^2, ulm1 cm^2, ulp1 cm^2, ulm2 cm^2, ulp2 cm^2
6.000000000000000000e+00,1.079099035278046378e-44,1.078884640857643899e-44,3.621348773608453745e-44,1.078884640857585652e-44,5.388473493622199267e-44
5.000000000000000000e+01,1.100236231585512087e-47,6.352014412276668396e-48,2.456820682682260328e-47,5.348601140323125824e-48,3.770883961881726279e-47
1.000000000000000000e+03,1.189044501402465652e-46,6.897883764711127723e-47,2.686709467011157992e-46,5.634376027587953727e-47,4.019273008218308681e-46
