# wimp_mass,upper_limit
4928.43e-06,9.63984e-35
7913.07e-06,2.92553e-36
19887.7e-06,5.89308e-38
79868.9e-06,1.76078e-39
99102.1e-06,1.30644e-39
201454e-06,1.00797e-39
495556e-06,1.58367e-39
970323e-06,2.62973e-39
