#1.0	1e10	1e10	1e10	1e10
1.0307224	1e10	1e10	1e10	1e10
1.0623887	1e10	1e10	1e10	1e10
1.0950278	1e10	1e10	1e10	1e10
1.1286697	1e10	1e10	1e10	1e10
1.1633452	1e10	1e10	1e10	1e10
1.1990859	1e10	1e10	3.36639e-35	1e10
1.2359247	1e10	1e10	9.41998e-37	1e10
1.2738953	2.52581e-34	1e10	2.06346e-37	1e10
1.3130324	1.5812e-36	2.99592e-35	8.14313e-38	1e10
1.353372	2.50859e-37	9.09442e-37	3.15874e-38	1e10
1.3949508	9.67682e-38	2.06131e-37	1.62759e-38	1e10
1.437807	3.6383e-38	7.87882e-38	1.00817e-38	1e10
1.4819799	1.84749e-38	3.0863e-38	5.69429e-39	4.24328e-36
1.5275099	1.24268e-38	1.74363e-38	3.30853e-39	4.1987e-37
1.5744387	6.22394e-39	1.05421e-38	2.09963e-39	1.52581e-37
1.6228092	3.58803e-39	5.80096e-39	1.33685e-39	5.15655e-38
1.6726659	2.18026e-39	3.44722e-39	8.58436e-40	2.56878e-38
1.7240542	1.4129e-39	2.11962e-39	5.69301e-40	1.60291e-38
1.7770213	9.16564e-40	1.39679e-39	3.95102e-40	8.55941e-39
1.8316156	6.00362e-40	8.9791e-40	2.84592e-40	4.77908e-39
1.8878873	4.10128e-40	6.13072e-40	2.13512e-40	2.8299e-39
1.9458877	2.97677e-40	4.20496e-40	1.66191e-40	1.72332e-39
2.0056701	2.2207e-40	2.98835e-40	1.33371e-40	1.057e-39
2.0672891	1.70722e-40	2.24339e-40	1.08693e-40	6.84717e-40
2.1308012	1.362e-40	1.78836e-40	9.08419e-41	4.68175e-40
2.1962645	1.10743e-40	1.41517e-40	7.72759e-41	3.33039e-40
2.263739	9.14602e-41	1.15937e-40	6.4977e-41	2.50714e-40
2.3332866	7.72874e-41	9.53492e-41	5.54782e-41	1.91175e-40
2.4049707	6.62866e-41	8.03763e-41	4.79384e-41	1.51229e-40
2.4788572	5.62969e-41	6.86569e-41	4.22719e-41	1.23605e-40
2.5550137	4.87924e-41	5.86985e-41	3.73404e-41	1.01999e-40
2.6335099	4.26438e-41	5.05957e-41	3.3205e-41	8.43112e-41
2.7144176	3.77091e-41	4.40878e-41	2.99241e-41	7.06007e-41
2.7978111	3.36116e-41	3.8835e-41	2.71305e-41	6.00471e-41
2.8837665	3.00857e-41	3.45498e-41	2.48215e-41	5.15591e-41
2.9723628	2.7331e-41	3.10261e-41	2.29227e-41	4.47193e-41
3.0636809	2.50405e-41	2.81806e-41	2.13215e-41	3.93663e-41
3.1578046	2.31638e-41	2.57419e-41	1.99336e-41	3.52549e-41
3.2548199	2.15883e-41	2.37956e-41	1.88665e-41	3.18278e-41
3.3548158	2.02328e-41	2.22478e-41	1.79426e-41	2.90833e-41
3.4578839	1.90709e-41	2.08469e-41	1.70599e-41	2.65595e-41
3.5641184	1.81023e-41	1.96884e-41	1.6357e-41	2.4436e-41
3.6736167	1.73124e-41	1.86513e-41	1.56651e-41	2.25833e-41
3.786479	1.65742e-41	1.78389e-41	1.51555e-41	2.13774e-41
3.9028088	1.59629e-41	1.71015e-41	1.4685e-41	2.00219e-41
4.0227124	1.54757e-41	1.646705e-41	1.42413e-41	1.89768e-41
4.1462998	1.50706e-41	1.594395e-41	1.3934e-41	1.84551e-41
4.2736842	1.47507e-41	1.56078e-41	1.36802e-41	1.79372e-41
4.404982	1.44777e-41	1.5224e-41	1.34421e-41	1.73423e-41
4.5403137	1.42749e-41	1.493765e-41	1.32351e-41	1.7037e-41
4.679803	1.41121e-41	1.46628e-41	1.30352e-41	1.66702e-41
4.8235778	1.40072e-41	1.44969e-41	1.28723e-41	1.65776e-41
4.9717698	1.39663e-41	1.439795e-41	1.27339e-41	1.65279e-41
5.1245145	1.39277e-41	1.42725e-41	1.26307e-41	1.63395e-41
5.2819519	1.39359e-41	1.40477e-41	1.24688e-41	1.59866e-41
5.4442262	1.39867e-41	1.358775e-41	1.21151e-41	1.54692e-41
5.6114859	1.36476e-41	1.31305e-41	1.14387e-41	1.52958e-41
5.7838843	1.26267e-41	1.2854e-41	1.06246e-41	1.48303e-41
5.9615791	1.17644e-41	1.23277e-41	9.91548e-42	1.43368e-41
6.1447332	1.10309e-41	1.16609e-41	9.3086e-42	1.41787e-41
6.3335141	1.03072e-41	1.08779e-41	8.79016e-42	1.35234e-41
6.5280949	9.68647e-42	1.02229e-41	8.34708e-42	1.2698e-41
6.7286537	9.15616e-42	9.64551e-42	7.96847e-42	1.1872e-41
6.9353742	8.70272e-42	9.12775e-42	7.63296e-42	1.11211e-41
7.1484455	8.31519e-42	8.68963e-42	7.33675e-42	1.03824e-41
7.368063	7.98445e-42	8.28111e-42	7.08721e-42	9.75058e-42
7.5944276	7.70292e-42	7.94376e-42	6.81968e-42	9.21401e-42
7.8277467	7.45236e-42	7.6343e-42	6.53717e-42	8.79689e-42
8.0682339	7.11159e-42	7.31703e-42	6.24366e-42	8.35213e-42
8.3161095	6.81407e-42	7.0082e-42	6.02886e-42	8.01378e-42
8.5716004	6.55413e-42	6.71967e-42	5.84348e-42	7.72515e-42
8.8349406	6.32808e-42	6.48275e-42	5.68373e-42	7.45851e-42
9.1063712	6.13216e-42	6.27581e-42	5.53931e-42	7.2473e-42
9.3861409	5.96312e-42	6.09006e-42	5.38437e-42	6.97849e-42
9.6745057	5.81815e-42	5.93425e-42	5.23291e-42	6.75835e-42
9.9717298	5.69483e-42	5.77544e-42	5.11156e-42	6.54195e-42
10.278085	5.59109e-42	5.61302e-42	5.00864e-42	6.40667e-42
10.593853	5.45138e-42	5.48144e-42	4.90092e-42	6.23642e-42
10.919321	5.30846e-42	5.36388e-42	4.7977e-42	6.11595e-42
11.254789	5.18854e-42	5.25716e-42	4.69629e-42	6.01339e-42
11.600564	5.0886e-42	5.14974e-42	4.59485e-42	5.9042e-42
11.956961	5.00649e-42	5.060845e-42	4.51055e-42	5.80696e-42
12.324307	4.94042e-42	4.985935e-42	4.43786e-42	5.72133e-42
12.70294	4.88885e-42	4.92178e-42	4.38645e-42	5.66179e-42
13.093205	4.85048e-42	4.86585e-42	4.32207e-42	5.65319e-42
13.495459	4.82417e-42	4.82573e-42	4.27735e-42	5.62108e-42
13.910072	4.80899e-42	4.79465e-42	4.22143e-42	5.574e-42
14.337423	4.80446e-42	4.78373e-42	4.20284e-42	5.55961e-42
14.777903	4.80956e-42	4.76903e-42	4.19009e-42	5.59071e-42
15.231916	4.82369e-42	4.77703e-42	4.17576e-42	5.58164e-42
15.699877	4.8463e-42	4.78996e-42	4.17038e-42	5.62228e-42
16.182215	4.87695e-42	4.817375e-42	4.17332e-42	5.67756e-42
16.679372	4.91491e-42	4.85015e-42	4.18388e-42	5.74106e-42
17.191802	4.9599e-42	4.88814e-42	4.19637e-42	5.81267e-42
17.719976	5.01193e-42	4.925515e-42	4.20953e-42	5.89183e-42
18.264376	5.07076e-42	4.96723e-42	4.23329e-42	5.97837e-42
18.825502	5.13622e-42	5.032625e-42	4.26221e-42	6.07216e-42
19.403867	5.20815e-42	5.104125e-42	4.29757e-42	6.1731e-42
20	5.28644e-42	5.17258e-42	4.33909e-42	6.28099e-42
