,mass,cross_section
0,3.0,5.1828999999999995e-36
1,4.0,2.3242999999999997e-37
2,6.0,5.6625299999999996e-39
3,9.0,2.38082e-40
4,13.0,3.70094e-41
5,18.0,1.41106e-41
6,25.0,8.688659999999999e-42
7,36.0,7.123249999999999e-42
8,40.0,7.098899999999999e-42
9,70.0,7.71053e-42
10,98.0,9.63555e-42
11,269.0,2.1645899999999999e-41
12,2000.0,1.55851e-40
