1.000000000000000056e-01 4.219398080805023824e-45 1.066690948804542080e-50 1.066517293302677855e-50
1.011579454259898536e-01 4.359092978626879972e-45 1.066695519645841665e-50 1.066521840703765609e-50
1.023292992280754182e-01 4.500405467128406444e-45 1.066700143414988979e-50 1.066526440761276343e-50
1.035142166679343806e-01 4.501612230265169581e-45 1.066705130641869417e-50 1.066531402412634377e-50
1.047128548050899610e-01 4.647557008306523689e-45 1.066710176872459456e-50 1.066536422765118743e-50
1.059253725177288913e-01 4.723835210692428922e-45 1.066715523949448790e-50 1.066541742421200539e-50
1.071519305237606523e-01 4.800416728853602117e-45 1.066720934912869195e-50 1.066547125636090560e-50
1.083926914021203641e-01 4.878594680360197770e-45 1.066726804800847898e-50 1.066552965422079627e-50
1.096478196143185063e-01 4.957686576544454745e-45 1.066732747509482942e-50 1.066558877655285719e-50
1.109174815262401192e-01 5.120495146276082285e-45 1.025214192042045209e-45 1.066565153089276771e-50
1.122018454301963591e-01 5.286545828630969944e-45 1.100166512847241621e-45 1.066571506019353591e-50
1.135010815672315154e-01 5.287907988858515228e-45 1.164576979424139446e-45 1.066578479405072053e-50
1.148153621496882937e-01 5.459401890330908116e-45 1.220797772508960992e-45 1.066585544787186273e-50
1.161448613840342647e-01 5.550380894572005243e-45 1.276563957895603440e-45 1.066593281227412445e-50
1.174897554939529770e-01 5.640368789352434631e-45 1.327790803762093795e-45 1.066601121854519143e-50
1.188502227437018277e-01 5.824461696890989196e-45 1.379361421636874605e-45 1.066609548329634986e-50
1.202264434617412864e-01 6.013388148940605296e-45 1.428516311710056301e-45 1.066618086751487062e-50
1.216186000646367893e-01 6.014890291951471096e-45 1.478814073023035315e-45 1.066627597803170159e-50
1.230268770812381479e-01 6.210009841560318327e-45 1.527664131761404950e-45 1.066637248099004913e-50
1.244514611771384976e-01 6.314672515856126700e-45 1.577064525282659948e-45 1.066647939049741043e-50
1.258925411794167282e-01 6.417057483187637142e-45 1.625347942824806685e-45 1.066658788758049628e-50
1.273503081016661709e-01 6.625209048973457052e-45 1.674510545054784982e-45 1.066670952261273274e-50
1.288249551693133876e-01 6.840162723224388589e-45 1.722905413241519629e-45 1.066683306507446358e-50
1.303166778452299335e-01 6.841817558377035839e-45 1.772649320809361312e-45 1.066697163419559051e-50
1.318256738556407015e-01 7.063817514717675049e-45 1.821171241991425749e-45 1.066711243856250898e-50
1.333521432163324028e-01 7.297455302525551533e-45 1.871457565271411105e-45 6.935764132736843423e-46
1.348962882591653589e-01 7.534259262798119501e-45 1.920604053286032742e-45 1.159269621129009092e-45
1.364583136588924661e-01 7.536042467096859825e-45 1.971189515632840157e-45 1.259337641370166009e-45
1.380384264602884936e-01 7.780608972065891259e-45 2.021859668302350248e-45 1.332826652697892756e-45
1.396368361055937701e-01 8.037912646646988457e-45 2.073084509093114278e-45 1.402303562102749006e-45
1.412537544622754493e-01 8.298787999423289906e-45 2.123089793852649237e-45 1.462992205097122740e-45
1.428893958511102957e-01 8.300708567220873639e-45 2.174579026651948928e-45 1.522943377266683205e-45
1.445439770745927666e-01 8.570135536210859811e-45 2.226460376562288865e-45 1.578421550402616311e-45
1.462177174456718298e-01 8.853502249222699349e-45 2.278314119900618769e-45 1.634490940478118857e-45
1.479108388168207666e-01 9.140895878990645676e-45 2.329609008784337998e-45 1.687357843365119326e-45
1.496235656094433430e-01 9.142963306367501381e-45 2.381247375226747128e-45 1.741031873635177110e-45
1.513561248436207929e-01 9.439777833885582796e-45 2.432940825966509375e-45 1.792470924804929792e-45
1.531087461682030249e-01 9.751847543992038512e-45 2.485353698568383051e-45 1.843816667820202167e-45
1.548816618912481069e-01 1.006845506383704240e-44 2.538136341786475478e-45 1.893677825024753013e-45
1.566751070108149402e-01 1.022745374132096591e-44 2.590439527017847399e-45 1.944646284799780385e-45
1.584893192461113431e-01 1.072602692713206268e-44 2.643007307884884023e-45 1.992755704299463428e-45
1.603245390690041794e-01 1.074134548655691169e-44 2.694631200350924807e-45 2.041323563634924153e-45
1.621810097358929725e-01 1.109013652170736614e-44 2.746725729868665208e-45 2.089465445838046428e-45
1.640589773199539192e-01 1.145667511807454137e-44 2.797916363027103969e-45 2.137455721876001122e-45
1.659586907437560488e-01 1.182872518417662604e-44 2.849698586424522275e-45 2.183842544900596378e-45
1.678804018122560249e-01 1.201308768587900027e-44 2.899965355950938065e-45 2.229324633415239560e-45
1.698243652461744191e-01 1.259896823233145244e-44 2.950746484033698909e-45 2.274212662024078967e-45
1.717908387157588146e-01 1.281227785631020671e-44 3.000095284208381400e-45 2.317955127768555191e-45
