mass,sensitivity_-2,sensitivity_-1,sensitivity_0,sensitivity_1,sensitivity_2,upper_limit
107.22672220103232,2.1940658340829377e-41,4.558811987369528e-41,1.0252704172077944e-40,1.7742848203743555e-40,2.6440309720118422e-40,2.1635866049252304e-40
112.33240329780276,2.2711365956553405e-41,4.708856284732875e-41,1.0595100849916061e-40,1.8342219293133115e-40,2.7340712238509537e-40,2.260673573803422e-40
117.6811952434999,2.3525593202392043e-41,4.867276681510808e-41,1.0955767539854664e-40,1.8973112035954877e-40,2.8287066797289464e-40,2.362276896080698e-40
123.2846739442066,2.438562066193179e-41,5.034497752919893e-41,1.1335623462791291e-40,1.963711051707494e-40,2.9281669734806294e-40,2.468611734844208e-40
129.1549665014884,2.5293860733223773e-41,5.210968648446953e-41,1.1735639119677826e-40,2.0335885997891625e-40,3.032694149782734e-40,2.5799036597555743e-40
135.30477745798075,2.625286387824618e-41,5.397164251629585e-41,1.2156838747406508e-40,2.1071201095108926e-40,3.14254327018723e-40,2.6963891543048625e-40
141.74741629268047,2.726532511392492e-41,5.593586388849868e-41,1.2600302879581287e-40,2.1844914136543132e-40,3.257983045930044e-40,2.8183161478135465e-40
148.49682622544648,2.8334090740734553e-41,5.800765086977598e-41,1.30671710131608e-40,2.265898369601588e-40,3.3792964981155274e-40,2.9459445733863058e-40
155.56761439304722,2.9462165303330916e-41,6.019259879477293e-41,1.3558644381655115e-40,2.35154733089313e-40,3.506781645841184e-40,3.079546953071034e-40
162.97508346206433,3.0652718775834886e-41,6.249661160341922e-41,1.4075988835183934e-40,2.4416556369520895e-40,3.640752222779343e-40,3.219409011543304e-40
170.7352647470692,3.1909093962357274e-41,6.492591584915636e-41,1.462053782728379e-40,2.5364521210122947e-40,3.781538422677835e-40,3.3658303196973693e-40
178.8649529057435,3.32348141010691e-41,6.748707516349434e-41,1.519369550785538e-40,2.6361776362072936e-40,3.929487674177196e-40,3.519124969588575e-40
187.3817422860385,3.4633590657603253e-41,7.018700516055181e-41,1.5796939921118555e-40,2.7410855996969513e-40,4.084965445267338e-40,3.67962228224487e-40
196.30406500402725,3.610933129075774e-41,7.303298876113355e-41,1.6431826306800505e-40,2.851442554609164e-40,4.24835607762081e-40,3.8476675499337865e-40
205.65123083486515,3.7666147970408814e-41,7.603269191129446e-41,1.7099990502111695e-40,2.967528749469051e-40,4.42006365093789e-40,4.023622814547625e-40
215.44346900318843,3.9308365224126925e-41,7.919417966523313e-41,1.780315244128565e-40,3.0896387346674407e-40,4.600512877331897e-40,4.207867683849869e-40
225.70197196339214,4.1040528485346437e-41,8.252593259679247e-41,1.8543119748618094e-40,3.218081975390013e-40,4.790150025654236e-40,4.400800187406757e-40
236.4489412645407,4.2867412511856396e-41,8.603686349767224e-41,1.9321791419995565e-40,3.3531834802789896e-40,4.989443875517448e-40,4.602837674115757e-40
247.70763559917114,4.4794029839083575e-41,8.973633431369542e-41,2.0141161586870755e-40,3.4952844449411238e-40,5.198886700618529e-40,4.814417753331216e-40
259.5024211399737,4.682563922788716e-41,9.363417326329323e-41,2.1003323355522053e-40,3.6447429092401716e-40,5.4189952807904035e-40,5.035999281684321e-40
271.858824273294,4.896775406153806e-41,9.774069207425843e-41,2.1910472713187964e-40,3.8019344271148e-40,5.650311942014552e-40,5.2680633977914065e-40
284.8035868435802,5.122615064112742e-41,1.020667032664035e-40,2.2864912491336852e-40,3.967252747459619e-40,5.893405623416503e-40,5.511114607149122e-40
298.364724028334,5.360687632282767e-41,1.0662353739842333e-40,2.3869056374867223e-40,4.141110504373204e-40,6.148872970033348e-40,5.765681919622856e-40
312.5715849688235,5.611625743427004e-41,1.1142306018737256e-40,2.492543294447371e-40,4.323939914836817e-40,6.417339449883438e-40,6.0323200420470335e-40
327.45491628777313,5.876090690074633e-41,1.1647768939864693e-40,2.6036689737710155e-40,4.516193481616838e-40,6.6994604935982175e-40,6.3116106285773476e-40
343.0469286314919,6.154773150501701e-41,1.2180041139283918e-40,2.720559731246633e-40,4.718344698901471e-40,6.995922654560159e-40,6.6041635915514016e-40
359.38136638046257,6.448393869724895e-41,1.2740479720419301e-40,2.843505329462244e-40,4.9308887578765806e-40,7.307444787179792e-40,6.9106184757544514e-40
376.49358067924715,6.75770428639909e-41,1.3330501801224038e-40,2.9728086389584558e-40,5.154343249116043e-40,7.634779240577098e-40,7.231645899108747e-40
394.4206059437656,7.083487095711589e-41,1.3951585985523967e-40,3.1087860335158752e-40,5.389248858316736e-40,7.978713064556125e-40,7.56794906295855e-40
413.20124001153386,7.426556737551191e-41,1.460527374197289e-40,3.251767777092067e-40,5.636170051537588e-40,8.340069224356091e-40,7.92026533526206e-40
432.87612810830615,7.787759798370168e-41,1.5293170672585827e-40,3.4020983996716866e-40,5.895695745705348e-40,8.719707820213721e-40,8.28936791015737e-40
453.4878508128582,8.167975314295664e-41,1.6016947651301593e-40,3.560137059035703e-40,6.168439959749307e-40,9.11852730731469e-40,8.676067547535164e-40
475.0810162102798,8.568114962151289e-41,1.6778341811423976e-40,3.726257885179812e-40,6.455042441274385e-40,9.53746571119913e-40,9.081214396409894e-40
497.70235643321143,8.989123124159487e-41,1.7579157359179227e-40,3.900850303826955e-40,6.7561692632458694e-40,9.977501833171908e-40,9.505699906068304e-40
521.4008287999684,9.431976811181413e-41,1.8421266188942216e-40,4.084319335179975e-40,7.0725133846667195e-40,1.043965643968918e-39,9.950458829146572e-40
546.2277217684342,9.897685428464525e-41,1.930660827398597e-40,4.2770858637503565e-40,7.404795168745581e-40,1.0924993429114334e-39,1.0416471320987592e-39
572.236765935022,1.038729036697796e-40,2.0237191804894945e-40,4.479586874782298e-40,7.753762851534364e-40,1.1434620968605544e-39,1.0904765139824828e-39
599.4842503189408,1.0901864402553706e-40,2.121509304604362e-40,4.692275652461646e-40,8.120192953490718e-40,1.1969692593241233e-39,1.1416417952550877e-39
628.029144183426,1.1442510884229173e-40,2.22424558788278e-40,4.915621934761733e-40,8.504890625870582e-40,1.2531408258806662e-39,1.1952559751044988e-39
657.9332246575682,1.2010362692416158e-40,2.3321490998639386e-40,5.150112019441837e-40,8.908689923313765e-40,1.3121015338954532e-39,1.2514375384264934e-39
689.2612104349695,1.2606580946797559e-40,2.4454474730930423e-40,5.396248815366597e-40,9.332453993410385e-40,1.3739809556701533e-39,1.3103107211543751e-39
722.0809018385471,1.323235344322819e-40,2.5643747430112037e-40,5.654551832967688e-40,9.777075173474089e-40,1.4389135839463451e-39,1.3720057882777372e-39
756.463327554629,1.388889279837956e-40,2.6891711423557694e-40,5.925557107331572e-40,1.0243474984178448e-39,1.5070389086038615e-39,1.4366593251455789e-39
792.4828983539177,1.4577434280438405e-40,2.8200828461588103e-40,6.209817047049608e-40,1.0732604009144457e-39,1.5785014833135192e-39,1.5044145426755194e-39
830.2175681319752,1.5299233303890444e-40,2.9573616633075946e-40,6.507900201643446e-40,1.1245441649008321e-39,1.653450980821173e-39,1.5754215971191136e-39
869.7490026177834,1.6055562566279028e-40,3.101264670526665e-40,6.820390940055038e-40,1.1782995737950066e-39,1.732042235455664e-39,1.6498379250625263e-39
911.1627561154896,1.6847708804887462e-40,3.252053784552625e-40,7.147889032390129e-40,1.2346302010145328e-39,1.8144352713681034e-39,1.727828594373304e-39
954.5484566618347,1.7676969151525695e-40,3.409995268216875e-40,7.491009126822468e-40,1.2936423403091545e-39,1.9007953149243775e-39,1.8095666718347512e-39
1000.0,1.8544647064090756e-40,3.575359166114263e-40,7.850380113308722e-40,1.3554449184301782e-39,1.9912927895874224e-39,1.8952336082441068e-39
