# PandaX S2-only run 0 Migdal heavy mediator
# 2308.01540v3, Figure 3, right, >= 1 GeV. Curve trace by Jelle
# wimp_mass,upper_limit
0.0301472,8.09613e-35
0.0347452,1.86186e-35
0.0396543,6.83049e-36
0.0500339,1.80210e-36
0.0794601,3.02161e-37
0.101991,1.47918e-37
0.197972,3.26434e-38
1.00791,1.65668e-39
1.98537,5.29769e-40
